1;0.054
2;0.008
3;0.064
4;0.018
5;0.148
6;0.034
7;0.036
8;0.02
9;0.016
10;0.038
11;0.034
12;0.01
13;0.04
14;0.076
15;0.107
16;0.2
17;0.068
18;0.03
19;0.036
20;0.074
21;0.034
22;0.088
23;0.04
24;0.04
25;0.08
26;0.046
27;0.014
28;0.066
29;0.055
30;0.026
31;0.072
32;0.028
33;0.094
34;0.064
35;0.018
36;0.014
37;0.154
38;0.064
39;0.228
40;0.162
41;0.026
42;0.054
43;0.144
44;0.218
45;0.03
46;0.026
47;0.08
48;0.048
49;0.056
50;0.04
51;0.306
52;0.004
53;0.042
54;0.108
55;0.026
56;0.034
57;0.096
58;0.144
59;0.16
60;0.044
61;0.1
62;0.174
63;0.046
64;0.062
65;0.136
66;0.084
67;0.02
68;0.056
69;0.018
70;0.026
71;0.008
72;0.024
73;0.026
74;0.01
75;0.036
76;0.018
77;0.072
78;0.108
79;0.062
80;0.052
81;0.038
82;0.094
83;0.054
84;0.026
85;0.044
86;0.078
87;0.054
88;0.016
89;0.028
90;0.05
91;0.266
92;0.14
94;0.064
95;0.008
96;0.016
97;0.02
98;0.02
99;0.008
100;0.01
