1;0.3
2;0.1
3;0.3
4;0.0
5;0.9
6;0.3
7;0.2
8;0.1
9;0.3
10;0.7
11;0.8
12;0.0
13;0.1
14;0.5
15;0.5
16;0.7
17;0.4
18;0.5
19;0.1
20;1.0
21;0.5
22;0.7
23;0.0
24;0.2
25;0.4
26;0.4
27;0.2
28;0.5
29;0.2
30;0.4
31;0.6
32;0.2
33;0.6
34;0.6
35;0.3
36;0.1
37;1.0
38;0.5
39;0.5
40;0.3
41;0.4
42;0.9
43;0.5
44;0.6
45;0.3
46;0.4
47;0.1
48;0.4
49;0.9
50;0.5
51;0.7
52;0.1
53;0.3
54;0.6
55;0.0
56;0.3
57;0.8
58;0.5
59;0.3
60;0.1
61;1.0
62;0.3
63;0.1
64;0.1
65;0.3
66;0.3
67;0.3
68;0.5
69;0.3
70;0.3
71;0.3
72;0.5
73;0.4
74;0.2
75;0.6
76;0.2
77;0.3
78;0.4
79;0.4
80;0.4
81;0.5
82;0.5
83;0.5
84;0.7
85;0.1
86;0.6
87;0.3
88;0.2
89;0.5
90;0.9
91;0.7
92;0.7
94;0.9
95;0.2
96;0.3
97;0.5
98;0.3
99;0.3
100;0.3
