1;0.101
2;0.016
3;0.118
4;0.035
5;0.235
6;0.065
7;0.068
8;0.038
9;0.031
10;0.072
11;0.065
12;0.02
13;0.076
14;0.137
15;0.175
16;0.294
17;0.123
18;0.058
19;0.069
20;0.136
21;0.065
22;0.153
23;0.075
24;0.075
25;0.145
26;0.086
27;0.027
28;0.118
29;0.101
30;0.05
31;0.129
32;0.053
33;0.169
34;0.119
35;0.035
36;0.028
37;0.258
38;0.116
39;0.344
40;0.251
41;0.05
42;0.099
43;0.241
44;0.341
45;0.058
46;0.05
47;0.143
48;0.091
49;0.104
50;0.076
51;0.413
52;0.008
53;0.08
54;0.192
55;0.05
56;0.064
57;0.174
58;0.242
59;0.248
60;0.082
61;0.175
62;0.27
63;0.085
64;0.113
65;0.229
66;0.149
67;0.039
68;0.103
69;0.035
70;0.05
71;0.016
72;0.047
73;0.05
74;0.02
75;0.069
76;0.035
77;0.124
78;0.187
79;0.114
80;0.097
81;0.072
82;0.167
83;0.102
84;0.05
85;0.083
86;0.143
87;0.1
88;0.031
89;0.054
90;0.095
91;0.331
92;0.223
94;0.118
95;0.016
96;0.031
97;0.039
98;0.039
99;0.016
100;0.02
