1;0.647
2;0.571
3;0.674
4;0.889
5;0.298
6;0.708
7;0.679
8;0.545
9;0.8
10;0.56
11;0.727
12;0.714
13;0.542
14;0.745
15;0.24
16;0.322
17;0.655
18;0.714
19;0.818
20;0.761
21;0.44
22;0.243
23;0.429
24;0.161
25;0.706
26;0.424
27;0.636
28;0.275
29;0.25
30;0.706
31;0.345
32;0.3
33;0.807
34;0.795
35;0.714
36;0.778
37;0.745
38;0.075
39;0.5
40;0.555
41;0.667
42;0.319
43;0.469
44;0.614
45;0.5
46;0.667
47;0.733
48;0.667
49;0.667
50;0.48
51;0.311
52;0.5
53;0.913
54;0.597
55;0.042
56;0.344
57;0.824
58;0.589
59;0.303
60;0.559
61;0.529
62;0.465
63;0.231
64;0.58
65;0.617
66;0.397
67;0.714
68;0.111
69;0.533
70;0.706
71;0.667
72;0.846
73;0.722
74;0.571
75;0.857
76;0.353
77;0.317
78;0.636
79;0.651
80;0.647
81;0.429
82;0.484
83;0.625
84;0.75
85;0.387
86;0.745
87;0.395
88;0.5
89;0.824
90;0.893
91;0.296
92;0.228
94;0.419
95;0.556
96;0.75
97;0.818
98;0.533
99;0.6
100;0.364
