1;0.4
2;0.2
3;0.3
4;0.0
5;0.7
6;0.4
7;0.2
8;0.1
9;0.2
10;0.6
11;0.8
12;0.0
13;0.4
14;0.4
15;0.7
16;0.6
17;0.5
18;0.7
19;0.0
20;0.9
21;0.5
22;0.6
23;0.2
24;0.2
25;0.4
26;0.6
27;0.2
28;0.4
29;0.1
30;0.2
31;0.7
32;0.3
33;0.9
34;0.7
35;0.3
36;0.1
37;0.9
38;0.1
39;0.7
40;0.2
41;0.3
42;0.6
43;0.8
44;0.9
45;0.3
46;0.3
47;0.0
48;0.2
49;0.7
50;0.4
51;0.5
52;0.1
53;0.4
54;0.5
55;0.1
56;0.3
57;0.8
58;0.8
59;0.3
60;0.1
61;0.8
62;0.4
63;0.2
64;0.4
65;0.4
66;0.3
67;0.4
68;0.1
69;0.4
70;0.3
71;0.3
72;0.6
73;0.4
74;0.3
75;0.7
76;0.3
77;0.2
78;0.2
79;0.3
80;0.5
81;0.5
82;0.2
83;0.4
84;0.6
85;0.0
86;0.4
87;0.1
88;0.1
89;0.4
90;0.9
91;0.6
92;0.8
94;0.3
95;0.2
96;0.3
97;0.4
98;0.3
99;0.3
100;0.3
