1;0.3
2;0.2
3;0.4
4;0.2
5;0.8
6;0.4
7;0.4
8;0.0
9;0.2
10;0.6
11;0.9
12;0.0
13;0.4
14;0.5
15;0.7
16;0.6
17;0.5
18;0.8
19;0.0
20;0.9
21;0.4
22;0.4
23;0.0
24;0.1
25;0.4
26;0.4
27;0.2
28;0.4
29;0.4
30;0.3
31;0.7
32;0.3
33;0.9
34;0.7
35;0.5
36;0.1
37;0.8
38;0.5
39;0.7
40;0.2
41;0.4
42;0.5
43;0.7
44;0.9
45;0.4
46;0.4
47;0.2
48;0.2
49;0.8
50;0.5
51;0.7
52;0.1
53;0.3
54;0.6
55;0.1
56;0.3
57;0.8
58;0.9
59;0.3
60;0.1
61;0.8
62;0.3
63;0.4
64;0.4
65;0.5
66;0.3
67;0.3
68;0.4
69;0.4
70;0.3
71;0.3
72;0.6
73;0.4
74;0.2
75;0.7
76;0.4
77;0.2
78;0.3
79;0.4
80;0.6
81;0.7
82;0.4
83;0.3
84;0.5
85;0.3
86;0.4
87;0.1
88;0.2
89;0.5
90;0.9
91;0.4
92;0.9
94;0.5
95;0.2
96;0.3
97;0.4
98;0.3
99;0.3
100;0.3
